12.5,0.1,1.457,0.633
12.245,2.0023,-9,0
11.227,5.2826,-8,0
10.195,7.0723,-7,0
9.1476,8.3827,-6,0
12.35,1.1949,-6,1
8.0837,9.4129,-5,0
11.265,5.2005,-5,1
6.9998,10.245,-4,0
10.135,7.1572,-4,1
5.8902,10.92,-3,0
8.964,8.5787,-3,1
11.797,3.8438,-3,2
4.7447,11.465,-2,0
7.7462,9.6924,-2,1
10.603,6.4435,-2,2
3.5424,11.891,-1,0
6.4677,10.588,-1,1
9.3242,8.1858,-1,2
12.011,3.1117,-1,3
2.2245,12.207,0,0
5.0967,11.312,0,1
7.9573,9.5199,0,2
10.744,6.206,0,3
3.5424,11.891,1,0
6.4677,10.588,1,1
9.3242,8.1858,1,2
12.011,3.1117,1,3
4.7447,11.465,2,0
7.7462,9.6924,2,1
10.603,6.4435,2,2
5.8902,10.92,3,0
8.964,8.5787,3,1
11.797,3.8438,3,2
6.9998,10.245,4,0
10.135,7.1572,4,1
8.0837,9.4129,5,0
11.265,5.2005,5,1
9.1476,8.3827,6,0
12.35,1.1949,6,1
10.195,7.0723,7,0
11.227,5.2826,8,0
12.245,2.0023,9,0
